date,Netflows_acft
11/20/2008,-46.98812113
11/21/2008,181.4683197
11/22/2008,259.2995691
11/23/2008,206.6978645
11/24/2008,40.76058716
11/25/2008,-13.46745572
11/26/2008,-134.5186799
11/27/2008,-295.8740507
11/28/2008,-26.26057597
11/29/2008,-100.4228462
11/30/2008,457.7860052
12/1/2008,205.2300905
12/2/2008,380.0932034
12/3/2008,209.2170463
12/4/2008,375.392605
12/5/2008,250.6719963
12/6/2008,-63.31200794
12/7/2008,33.77899359
12/8/2008,149.1574886
12/9/2008,240.9527026
12/10/2008,199.7954043
12/11/2008,748.4044209
12/12/2008,1182.448043
12/13/2008,1955.903741
12/14/2008,1211.129077
12/15/2008,488.3908104
12/16/2008,361.6864893
12/17/2008,706.2556565
12/18/2008,439.3593643
12/19/2008,614.1232418
12/20/2008,412.2056512
12/21/2008,236.192143
12/22/2008,319.0418532
12/23/2008,345.9178976
12/24/2008,340.661756
12/25/2008,397.7659407
12/26/2008,361.7263416
12/27/2008,323.8419876
12/28/2008,454.2949473
12/29/2008,257.5543476
12/30/2008,138.6251827
12/31/2008,260.3310382
1/1/2009,310.7707436
1/2/2009,262.790533
1/3/2009,247.458357
1/4/2009,101.6333725
1/5/2009,190.9491819
1/6/2009,517.6669167
1/7/2009,404.2320758
1/8/2009,203.2865046
1/9/2009,63.68971668
1/10/2009,357.2436185
1/11/2009,297.5211322
1/12/2009,377.1180511
1/13/2009,401.2370888
1/14/2009,526.6719668
1/15/2009,-68.37011152
1/16/2009,158.9955263
1/17/2009,154.6515876
1/18/2009,225.5805275
1/19/2009,429.9776797
1/20/2009,70.53265965
1/21/2009,39.55091608
1/22/2009,77.19714218
1/23/2009,144.5755852
1/24/2009,243.4318591
1/25/2009,298.4136678
1/26/2009,559.2802603
1/27/2009,161.1574347
1/28/2009,324.2783193
1/29/2009,194.5988264
1/30/2009,366.6255486
1/31/2009,442.989253
2/1/2009,167.0482154
2/2/2009,334.9294899
2/3/2009,430.3544418
2/4/2009,-110.2808492
2/5/2009,-185.4743432
2/6/2009,-106.3140285
2/7/2009,648.1795761
2/8/2009,508.8404798
2/9/2009,177.7987752
2/10/2009,235.5376944
2/11/2009,119.8813434
2/12/2009,160.3441875
2/13/2009,394.4535913
2/14/2009,345.303033
2/15/2009,508.6421259
2/16/2009,102.2084918
2/17/2009,236.5292781
2/18/2009,487.0620427
2/19/2009,267.0749381
2/20/2009,154.3343427
2/21/2009,365.4750161
2/22/2009,219.8284505
2/23/2009,242.7178313
2/24/2009,215.7028007
2/25/2009,265.7656852
2/26/2009,228.8731891
2/27/2009,257.3359219
2/28/2009,235.6962614
3/1/2009,289.9839032
3/2/2009,168.1194318
3/3/2009,-37.84438419
3/4/2009,121.3887869
3/5/2009,107.5243589
3/6/2009,-22.43285626
3/7/2009,149.05823
3/8/2009,180.6747277
3/9/2009,117.501044
3/10/2009,176.1326636
3/11/2009,116.4301475
3/12/2009,-91.71526465
3/13/2009,-40.9582491
3/14/2009,238.2946058
3/15/2009,245.6533108
3/16/2009,84.37706683
3/17/2009,155.444987
3/18/2009,242.1029543
3/19/2009,392.2915654
3/20/2009,580.4041706
3/21/2009,408.9328642
3/22/2009,246.5855436
3/23/2009,202.8104546
3/24/2009,-130.4526691
3/25/2009,10.92943152
3/26/2009,-21.24257926
3/27/2009,-180.8328899
3/28/2009,104.7672908
3/29/2009,1113.244742
3/30/2009,1387.49965
3/31/2009,178.1561694
4/1/2009,1001.357138
4/2/2009,102.3674439
4/3/2009,204.3576883
4/4/2009,72.45677308
4/5/2009,6.922810719
4/6/2009,235.3990406
4/7/2009,-68.66743025
4/8/2009,-224.3299172
4/9/2009,-217.3878201
4/10/2009,-422.2808408
4/11/2009,-65.79111872
4/12/2009,-28.73990871
4/13/2009,-134.875653
4/14/2009,218.5195526
4/15/2009,324.9527298
4/16/2009,10.83059403
4/17/2009,139.9743302
4/18/2009,168.377822
4/19/2009,-0.059017865
4/20/2009,-244.5221072
4/21/2009,122.7375296
4/22/2009,371.6834889
4/23/2009,123.4520046
4/24/2009,-282.0889551
4/25/2009,-36.0787463
4/26/2009,-150.7435497
4/27/2009,-162.5053189
4/28/2009,-56.48867449
4/29/2009,-335.999727
4/30/2009,-202.0162065
5/1/2009,147.9678252
5/2/2009,540.5169191
5/3/2009,594.3482117
5/4/2009,280.2059344
5/5/2009,337.8260703
5/6/2009,570.3286252
5/7/2009,472.900309
5/8/2009,467.5648945
5/9/2009,481.2111468
5/10/2009,156.7941345
5/11/2009,32.66843746
5/12/2009,70.03708818
5/13/2009,215.5841644
5/14/2009,752.3716007
5/15/2009,905.6738907
5/16/2009,907.2010155
5/17/2009,376.7805668
5/18/2009,1249.033341
5/19/2009,2961.901934
5/20/2009,3345.188364
5/21/2009,4724.575132
5/22/2009,3467.013261
5/23/2009,3239.885819
5/24/2009,3432.520817
5/25/2009,3276.381741
5/26/2009,5920.491466
5/27/2009,7739.575168
5/28/2009,11736.75137
5/29/2009,17927.50983
5/30/2009,18325.6102
5/31/2009,14785.34844
6/1/2009,11684.0108
6/2/2009,11080.75701
6/3/2009,9865.958502
6/4/2009,11991.66745
6/5/2009,14678.93757
6/6/2009,16133.57776
6/7/2009,13393.30921
6/8/2009,13501.2697
6/9/2009,14420.23306
6/10/2009,13914.84387
6/11/2009,10709.11348
6/12/2009,10380.82869
6/13/2009,10669.22581
6/14/2009,9626.493682
6/15/2009,6928.949167
6/16/2009,7765.042975
6/17/2009,9130.248315
6/18/2009,8895.74218
6/19/2009,8469.57295
6/20/2009,8299.509887
6/21/2009,7341.789452
6/22/2009,6279.14324
6/23/2009,6937.299593
6/24/2009,8614.72358
6/25/2009,9349.719716
6/26/2009,9326.909765
6/27/2009,9011.259708
6/28/2009,7138.483364
6/29/2009,8138.213779
6/30/2009,11698.64884
7/1/2009,13840.38426
7/2/2009,17368.80604
7/3/2009,23641.60217
7/4/2009,22678.34784
7/5/2009,22074.93537
7/6/2009,19807.88406
7/7/2009,17276.89188
7/8/2009,14081.4954
7/9/2009,11023.09742
7/10/2009,11302.84659
7/11/2009,10366.09148
7/12/2009,16278.72839
7/13/2009,16092.00417
7/14/2009,15026.0852
7/15/2009,14104.80118
7/16/2009,12667.43706
7/17/2009,10550.57443
7/18/2009,10044.98688
7/19/2009,9341.44863
7/20/2009,12602.49812
7/21/2009,12607.73449
7/22/2009,10521.338
7/23/2009,9454.546351
7/24/2009,9467.91509
7/25/2009,9464.047306
7/26/2009,9554.057211
7/27/2009,14404.12725
7/28/2009,13360.81991
7/29/2009,13481.49455
7/30/2009,13551.41193
7/31/2009,13317.83803
8/1/2009,13006.69049
8/2/2009,11909.88884
8/3/2009,12285.49947
8/4/2009,14767.10322
8/5/2009,12615.15285
8/6/2009,4936.80747
8/7/2009,12820.26373
8/8/2009,12300.59353
8/9/2009,11311.21685
8/10/2009,11288.60525
8/11/2009,10055.99515
8/12/2009,10823.24257
8/13/2009,9149.329335
8/14/2009,7910.590299
8/15/2009,9222.579031
8/16/2009,9037.79859
8/17/2009,7262.748012
8/18/2009,6169.97283
8/19/2009,5791.387142
8/20/2009,4406.327276
8/21/2009,3559.959023
8/22/2009,3169.293978
8/23/2009,3508.011839
8/24/2009,4121.659034
8/25/2009,5355.122029
8/26/2009,6109.397533
8/27/2009,5720.517615
8/28/2009,5288.735231
8/29/2009,4557.011771
8/30/2009,4624.430031
8/31/2009,5522.983436
9/1/2009,7026.516255
9/2/2009,7156.433804
9/3/2009,11871.82595
9/4/2009,11155.99018
9/5/2009,8336.164487
9/6/2009,8177.189044
9/7/2009,9188.919477
9/8/2009,9827.91547
9/9/2009,8136.58733
9/10/2009,8114.729446
9/11/2009,10881.35836
9/12/2009,9816.232808
9/13/2009,7999.311093
9/14/2009,10778.01937
9/15/2009,9824.305547
9/16/2009,7390.820933
9/17/2009,7708.791651
9/18/2009,7896.686171
9/19/2009,7549.003029
9/20/2009,7519.270741
9/21/2009,7367.733472
9/22/2009,6489.788336
9/23/2009,6285.867243
9/24/2009,5941.675005
9/25/2009,5874.911239
9/26/2009,3878.267086
9/27/2009,5392.034539
9/28/2009,5052.027362
9/29/2009,5473.297419
9/30/2009,4366.61824
10/1/2009,3983.867253
10/2/2009,1845.583098
10/3/2009,1906.535206
10/4/2009,2053.927089
10/5/2009,2091.811655
10/6/2009,2056.961764
10/7/2009,1146.487659
10/8/2009,689.5349541
10/9/2009,322.6914813
10/10/2009,1214.858159
10/11/2009,1190.798557
10/12/2009,1234.63344
10/13/2009,778.2559597
10/14/2009,469.0521768
10/15/2009,537.3233595
10/16/2009,926.8378687
10/17/2009,535.1016825
10/18/2009,963.393282
10/19/2009,540.794315
10/20/2009,-22.09557754
10/21/2009,205.1311943
10/22/2009,634.1762952
10/23/2009,129.5607391
10/24/2009,216.5360198
10/25/2009,79.33918642
10/26/2009,49.56735874
10/27/2009,38.9953475
10/28/2009,61.1309242
10/29/2009,16.93914893
10/30/2009,-16.18495876
10/31/2009,24.67459972
11/1/2009,713.7730492
11/2/2009,529.7463744
11/3/2009,438.3281804
11/4/2009,54.24817792
11/5/2009,101.2762525
11/6/2009,164.3506581
11/7/2009,201.7791133
11/8/2009,7.02172329
11/9/2009,69.58038974
11/10/2009,214.4730827
11/11/2009,412.7411468
11/12/2009,48.45643049
11/13/2009,-30.06918231
11/14/2009,-96.85263865
11/15/2009,-34.75016797
11/16/2009,-0.198105857
11/17/2009,10.0762733
11/18/2009,333.4023782
11/19/2009,78.0299989
11/20/2009,100.2647003
11/21/2009,332.668323
11/22/2009,168.0995122
11/23/2009,71.2068515
11/24/2009,71.04818337
11/25/2009,127.1803972
11/26/2009,347.0088239
11/27/2009,757.4689158
11/28/2009,336.6153776
11/29/2009,326.9955393
11/30/2009,400.126216
12/1/2009,275.881411
12/2/2009,233.9507945
12/3/2009,261.342623
12/4/2009,1072.008261
12/5/2009,1446.805462
